group,Subj_new,block,trial,market_change,exp,expt1,port_value,portvalue_tM1_subj,portvalue_tM2_matlab,portvalue_tMJ_subj,Known_change_exp,change_exp,Kown_change,change,vWTP
1,34,1,1,7.22115,NaN,NaN,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20
1,34,1,2,2.12198,NaN,NaN,109,107,NaN,NaN,NaN,NaN,NaN,NaN,5
1,34,1,3,-6.0187,NaN,NaN,109,109,107,107,NaN,NaN,2,2,NaN
1,34,1,4,-5.72709,NaN,NaN,106,NaN,109,109,NaN,NaN,NaN,NaN,2
1,34,1,5,-0.57207,NaN,NaN,106,106,102,109,NaN,NaN,-3,4,NaN
1,34,1,6,0.4115,NaN,NaN,106,NaN,106,106,NaN,NaN,NaN,NaN,3
1,34,1,7,-1.66601,NaN,NaN,106,NaN,105,106,NaN,NaN,NaN,NaN,1
1,34,1,8,-5.29217,NaN,NaN,106,NaN,105,106,NaN,NaN,NaN,NaN,26
1,34,1,9,-1.3702,NaN,NaN,105,NaN,103,106,NaN,NaN,NaN,NaN,53
1,34,1,10,-0.89241,NaN,NaN,104,105,106,106,NaN,NaN,-1,-1,1
1,34,1,11,3.05278,NaN,NaN,101,104,105,105,NaN,NaN,-1,-1,-1
1,34,1,12,-0.28787,NaN,NaN,106,101,104,104,NaN,NaN,-3,-3,1
1,34,1,13,2.22311,NaN,NaN,106,106,101,101,NaN,NaN,5,5,0
1,34,1,14,0.29567,NaN,NaN,106,NaN,106,106,NaN,NaN,NaN,NaN,0
1,34,1,15,-1.71716,NaN,NaN,106,106,108,106,NaN,NaN,0,-2,-3
1,34,1,16,5.33175,NaN,NaN,106,NaN,106,106,NaN,NaN,NaN,NaN,0
1,34,1,17,-1.91529,NaN,NaN,106,NaN,104,106,NaN,NaN,NaN,NaN,0
1,34,1,18,-2.02903,NaN,NaN,115,NaN,110,106,NaN,NaN,NaN,NaN,-2
1,34,1,19,3.54779,NaN,NaN,115,115,108,106,NaN,NaN,9,7,0
1,34,1,20,12.47301,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,13
1,34,1,21,-8.11054,NaN,NaN,115,NaN,119,115,NaN,NaN,NaN,NaN,3
1,34,1,22,-8.0672,NaN,NaN,113,NaN,134,115,NaN,NaN,NaN,NaN,0
1,34,1,23,8.51746,NaN,NaN,123,113,123,115,NaN,NaN,-2,-10,0
1,34,1,24,-5.53811,NaN,NaN,123,123,113,113,NaN,NaN,10,10,2
1,34,1,25,0.71542,NaN,NaN,108,NaN,123,123,NaN,NaN,NaN,NaN,-12
1,34,1,26,3.39838,NaN,NaN,108,108,116,123,NaN,NaN,-15,-8,0
1,34,1,27,2.20934,NaN,NaN,108,NaN,108,108,NaN,NaN,NaN,NaN,-1
1,34,1,28,-1.62588,NaN,NaN,115,NaN,112,108,NaN,NaN,NaN,NaN,3
1,34,1,29,1.23369,NaN,NaN,116,115,114,108,NaN,NaN,7,1,0
1,34,1,30,-1.79613,NaN,NaN,114,116,115,115,NaN,NaN,1,1,-2
1,34,1,31,7.94966,NaN,NaN,123,114,116,116,NaN,NaN,-2,-2,-1
1,34,1,32,-1.78337,NaN,NaN,123,123,114,114,NaN,NaN,9,9,NaN
1,34,1,33,-5.3,NaN,NaN,123,NaN,123,123,NaN,NaN,NaN,NaN,4
1,34,1,34,-9.70082,NaN,NaN,104,NaN,121,123,NaN,NaN,NaN,NaN,1
1,34,1,35,0.46141,NaN,NaN,104,104,115,123,NaN,NaN,-19,-11,0
1,34,1,36,5.01757,NaN,NaN,104,104,104,104,NaN,NaN,0,0,12
1,34,1,37,6.25989,NaN,NaN,107,NaN,104,104,NaN,NaN,NaN,NaN,-2
1,34,1,38,7.89079,NaN,NaN,100,107,109,104,NaN,NaN,3,-2,51
1,34,1,39,-11.1675,NaN,NaN,100,100,107,107,NaN,NaN,-7,-7,3
1,34,1,40,-0.67591,NaN,NaN,106,NaN,100,100,NaN,NaN,NaN,NaN,-1
1,34,1,41,-2.51606,NaN,NaN,103,106,102,100,NaN,NaN,6,4,NaN
1,34,1,42,4.47641,NaN,NaN,108,103,106,106,NaN,NaN,-3,-3,0
1,34,1,43,6.1796,NaN,NaN,108,108,103,103,NaN,NaN,5,5,0
1,34,1,44,-1.8787,NaN,NaN,108,NaN,108,108,NaN,NaN,NaN,NaN,0
1,34,1,45,12.59476,NaN,NaN,108,NaN,106,108,NaN,NaN,NaN,NaN,42
1,34,1,46,-3.12053,NaN,NaN,115,NaN,104,108,NaN,NaN,NaN,NaN,16
1,34,1,47,-3.53852,NaN,NaN,115,115,117,108,NaN,NaN,7,-2,3
1,34,1,48,-2.83314,NaN,NaN,112,NaN,115,115,NaN,NaN,NaN,NaN,0
1,34,1,49,-12.32827,NaN,NaN,98,112,115,115,NaN,NaN,-3,-3,-3
1,34,1,50,-0.25485,NaN,NaN,98,98,112,112,NaN,NaN,-14,-14,0
1,34,2,51,-10.56858,NaN,NaN,98,98,98,98,NaN,NaN,0,0,24
1,34,2,52,4.7999,NaN,NaN,98,NaN,98,98,NaN,NaN,NaN,NaN,-2
1,34,2,53,2.8584,NaN,NaN,98,NaN,89,98,NaN,NaN,NaN,NaN,2
1,34,2,54,2.18562,NaN,NaN,85,NaN,85,98,NaN,NaN,NaN,NaN,1
1,34,2,55,-2.3287,NaN,NaN,85,85,87,98,NaN,NaN,-13,-2,0
1,34,2,56,4.44686,NaN,NaN,85,NaN,85,85,NaN,NaN,NaN,NaN,0
1,34,2,57,-3.90134,NaN,NaN,87,NaN,87,85,NaN,NaN,NaN,NaN,-2
1,34,2,58,-1.36464,NaN,NaN,87,87,91,85,NaN,NaN,2,-4,0
1,34,2,59,4.19012,NaN,NaN,87,NaN,87,87,NaN,NaN,NaN,NaN,-2
1,34,2,60,4.39228,NaN,NaN,87,NaN,90,87,NaN,NaN,NaN,NaN,-1
1,34,2,61,0.64302,NaN,NaN,94,NaN,89,87,NaN,NaN,NaN,NaN,0
1,34,2,62,0.06012,NaN,NaN,94,94,93,87,NaN,NaN,7,1,5
1,34,2,63,-2.78813,NaN,NaN,87,NaN,94,94,NaN,NaN,NaN,NaN,4
1,34,2,64,0.191,NaN,NaN,87,87,89,94,NaN,NaN,-7,-2,-1
1,34,2,65,-0.22176,NaN,NaN,87,NaN,87,87,NaN,NaN,NaN,NaN,3
1,34,2,66,-6.91579,NaN,NaN,81,NaN,87,87,NaN,NaN,NaN,NaN,0
1,34,2,67,5.3945,NaN,NaN,81,81,87,87,NaN,NaN,-6,-6,0
1,34,2,68,-9.1864,NaN,NaN,88,NaN,81,81,NaN,NaN,NaN,NaN,28
1,34,2,69,-7.1078,NaN,NaN,82,88,85,81,NaN,NaN,7,3,13
1,34,2,70,2.39563,NaN,NaN,82,82,88,88,NaN,NaN,-6,-6,0
1,34,2,71,4.14926,NaN,NaN,82,NaN,82,82,NaN,NaN,NaN,NaN,1
1,34,2,72,-7.91594,NaN,NaN,95,NaN,85,82,NaN,NaN,NaN,NaN,17
1,34,2,73,9.74146,NaN,NaN,104,95,89,82,NaN,NaN,13,6,0
1,34,2,74,4.77769,NaN,NaN,104,104,95,95,NaN,NaN,9,9,0
1,34,2,75,8.43401,NaN,NaN,104,NaN,104,104,NaN,NaN,NaN,NaN,8
1,34,2,76,3.36321,NaN,NaN,104,NaN,109,104,NaN,NaN,NaN,NaN,15
1,34,2,77,7.711,NaN,NaN,115,NaN,118,104,NaN,NaN,NaN,NaN,10
1,34,2,78,-6.59357,NaN,NaN,115,115,122,104,NaN,NaN,11,-7,21
1,34,2,79,-3.43835,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,0
1,34,2,80,-1.0749,NaN,NaN,115,NaN,107,115,NaN,NaN,NaN,NaN,0
1,34,2,81,-1.41913,NaN,NaN,115,NaN,112,115,NaN,NaN,NaN,NaN,-1
1,34,2,82,-1.18619,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,0
1,34,2,83,-2.06781,NaN,NaN,112,NaN,115,115,NaN,NaN,NaN,NaN,NaN
1,34,2,84,-1.63829,NaN,NaN,112,112,114,115,NaN,NaN,-3,-2,0
1,34,2,85,-6.11711,NaN,NaN,112,NaN,112,112,NaN,NaN,NaN,NaN,0
1,34,2,86,9.00938,NaN,NaN,112,NaN,110,112,NaN,NaN,NaN,NaN,2
1,34,2,87,-6.23402,NaN,NaN,112,112,103,112,NaN,NaN,0,9,18
1,34,2,88,-5.36956,NaN,NaN,99,NaN,112,112,NaN,NaN,NaN,NaN,1
1,34,2,89,2.23836,NaN,NaN,99,99,105,112,NaN,NaN,-13,-6,4
1,34,2,90,-2.47963,NaN,NaN,92,NaN,99,99,NaN,NaN,NaN,NaN,2
1,34,2,91,10.88254,NaN,NaN,102,92,94,99,NaN,NaN,-7,-2,1
1,34,2,92,-5.27754,NaN,NaN,108,102,92,92,NaN,NaN,10,10,-24
1,34,2,93,12.13204,NaN,NaN,108,108,102,102,NaN,NaN,6,6,-3
1,34,2,94,8.5822,NaN,NaN,131,NaN,108,108,NaN,NaN,NaN,NaN,20
1,34,2,95,-1.34278,NaN,NaN,129,131,121,108,NaN,NaN,23,10,-2
1,34,2,96,1.06279,NaN,NaN,129,129,131,131,NaN,NaN,-2,-2,NaN
1,34,2,97,-1.23821,NaN,NaN,128,NaN,129,129,NaN,NaN,NaN,NaN,-2
1,34,2,98,-5.30853,NaN,NaN,128,128,130,129,NaN,NaN,-1,-2,0
1,34,2,99,-5.03813,NaN,NaN,109,NaN,128,128,NaN,NaN,NaN,NaN,2
1,34,2,100,10.91138,NaN,NaN,100,109,115,128,NaN,NaN,-19,-6,20
1,34,3,101,1.10558,NaN,NaN,NaN,100,109,109,NaN,NaN,-9,-9,14
1,34,3,102,11.02787,NaN,NaN,NaN,101,100,100,NaN,NaN,1,1,-2
1,34,3,103,0.49981,1,NaN,112,112,101,101,NaN,NaN,11,11,0
1,34,3,104,-7.87168,-3,1,112,NaN,112,112,NaN,NaN,NaN,NaN,6
1,34,3,105,0.43924,1,-3,100,NaN,113,112,NaN,NaN,NaN,NaN,-4
1,34,3,106,3.60647,0,1,100,100,104,112,-13,-5,-12,-4,1
1,34,3,107,-8.45123,-1,0,100,NaN,100,100,NaN,NaN,NaN,NaN,-1
1,34,3,108,5.72094,2,-1,100,NaN,104,100,NaN,NaN,NaN,NaN,0
1,34,3,109,-9.84408,-3,2,100,100,95,100,-2,3,0,5,5
1,34,3,110,-0.27335,0,-3,100,NaN,100,100,NaN,NaN,NaN,NaN,4
1,34,3,111,7.24052,2,0,100,NaN,90,100,NaN,NaN,NaN,NaN,-1
1,34,3,112,-2.17166,-3,2,100,NaN,90,100,NaN,NaN,NaN,NaN,0
1,34,3,113,-4.72329,-3,-3,100,NaN,85,100,NaN,NaN,NaN,NaN,0
1,34,3,114,-7.14031,-4,-3,100,NaN,83,100,NaN,NaN,NaN,NaN,8
1,34,3,115,7.61315,2,-4,85,NaN,86,100,NaN,NaN,NaN,NaN,0
1,34,3,116,-1.73972,-1,2,91,85,87,100,-17,-4,-15,-2,3
1,34,3,117,-0.73619,0,-1,91,91,85,85,7,7,6,6,7
1,34,3,118,-3.15681,-1,0,91,NaN,91,91,NaN,NaN,NaN,NaN,0
1,34,3,119,0.75179,2,-1,88,NaN,90,91,NaN,NaN,NaN,NaN,2
1,34,3,120,-3.98697,-1,2,88,88,87,91,-5,-1,-3,1,1
1,34,3,121,6.69157,NaN,-1,NaN,NaN,88,88,NaN,NaN,NaN,NaN,0
1,34,3,122,-6.52469,-1,NaN,79,85,84,88,NaN,NaN,-3,1,1
1,34,3,123,5.30434,2,-1,85,79,85,85,-5,-5,-6,-6,0
1,34,3,124,-5.89656,-1,2,90,85,79,79,4,4,6,6,12
1,34,3,125,4.80769,1,-1,90,90,85,85,6,6,5,5,-2
1,34,3,126,-2.04426,0,1,95,NaN,90,90,NaN,NaN,NaN,NaN,0
1,34,3,127,1.37232,1,0,93,95,94,90,5,1,5,1,0
1,34,3,128,-2.49586,0,1,93,93,95,95,-3,-3,-2,-2,-1
1,34,3,129,9.25816,3,0,93,NaN,93,93,NaN,NaN,NaN,NaN,9
1,34,3,130,5.53535,2,3,93,NaN,91,93,NaN,NaN,NaN,NaN,0
1,34,3,131,-1.65769,2,2,93,NaN,99,93,NaN,NaN,NaN,NaN,5
1,34,3,132,1.03664,2,2,93,NaN,104,93,NaN,NaN,NaN,NaN,4
1,34,3,133,-6.75009,-2,2,93,NaN,110,93,NaN,NaN,NaN,NaN,3
1,34,3,134,-5.58264,-2,-2,113,NaN,111,93,NaN,NaN,NaN,NaN,7
1,34,3,135,-7.49917,-3,-2,105,113,104,93,22,11,20,9,3
1,34,3,136,13.41174,4,-3,105,105,113,113,-5,-5,-8,-8,8
1,34,3,137,1.60035,2,4,100,NaN,105,105,NaN,NaN,NaN,NaN,0
1,34,3,138,-10.19977,-4,2,90,100,101,105,-7,-3,-5,-1,-2
1,34,3,139,-0.71964,-2,-4,89,90,100,100,-6,-6,-10,-10,2
1,34,3,140,-1.11329,-1,-2,89,89,90,90,1,1,-1,-1,-1
1,34,3,141,3.70713,2,-1,91,NaN,89,89,NaN,NaN,NaN,NaN,-3
1,34,3,142,4.66616,3,2,88,91,88,89,0,1,2,3,3
1,34,3,143,-9.26686,-2,3,94,88,91,91,-6,-6,-3,-3,6
1,34,3,144,10.56749,2,-2,94,94,88,88,8,8,6,6,6
1,34,3,145,4.40538,2,2,102,NaN,94,94,NaN,NaN,NaN,NaN,6
1,34,3,146,-0.16885,0,2,102,102,104,94,6,-4,8,-2,10
1,34,3,147,2.54238,2,0,105,NaN,102,102,NaN,NaN,NaN,NaN,6
1,34,3,148,-3.66509,0,2,115,105,102,102,1,1,3,3,-16
1,34,3,149,-0.14058,-1,0,115,115,105,105,10,10,10,10,3
1,34,3,150,-0.06432,0,-1,115,115,115,115,1,1,0,0,4
1,34,4,151,-13.32329,4,0,115,NaN,115,115,NaN,NaN,NaN,NaN,11
1,34,4,152,9.60836,2,4,115,NaN,115,115,NaN,NaN,NaN,NaN,-15
1,34,4,153,-4.60106,1,2,89,NaN,87,115,NaN,NaN,NaN,NaN,-3
1,34,4,154,-5.75843,-3,1,84,89,85,115,-27,3,-26,4,3
1,34,4,155,6.01208,3,-3,85,84,89,89,-2,-2,-5,-5,11
1,34,4,156,7.14487,2,3,85,85,84,84,-2,-2,1,1,5
1,34,4,157,-3.2373,0,2,85,NaN,85,85,NaN,NaN,NaN,NaN,13
1,34,4,158,-8.05103,-2,0,85,NaN,85,85,NaN,NaN,NaN,NaN,7
1,34,4,159,3.35518,3,-2,85,NaN,82,85,NaN,NaN,NaN,NaN,0
1,34,4,160,-8.24207,-3,3,78,85,75,85,-3,7,0,10,-14
1,34,4,161,0.26453,0,-3,78,78,85,85,-4,-4,-7,-7,15
1,34,4,162,7.51662,3,0,91,NaN,78,78,NaN,NaN,NaN,NaN,9
1,34,4,163,-2.45517,2,3,89,91,85,78,10,3,13,6,0
1,34,4,164,9.5082,4,2,85,89,91,91,-4,-4,-2,-2,3
1,34,4,165,-2.14481,-2,4,83,85,89,89,-8,-8,-4,-4,10
1,34,4,166,-4.07459,-4,-2,83,83,85,85,0,0,-2,-2,-11
1,34,4,167,-7.84409,-2,-4,85,NaN,83,83,NaN,NaN,NaN,NaN,4
1,34,4,168,10.55432,3,-2,85,85,80,83,4,7,2,5,-11
1,34,4,169,-0.35713,1,3,94,NaN,85,85,NaN,NaN,NaN,NaN,5
1,34,4,170,2.08047,1,1,96,94,94,85,8,-1,9,0,3
1,34,4,171,4.20968,3,1,96,96,94,94,1,1,2,2,3
1,34,4,172,-1.4074,3,3,96,NaN,96,96,NaN,NaN,NaN,NaN,8
1,34,4,173,-7.6125,-4,3,96,NaN,89,96,NaN,NaN,NaN,NaN,-6
1,34,4,174,13.23737,4,-4,116,NaN,97,96,NaN,NaN,NaN,NaN,8
1,34,4,175,-8.94899,-3,4,116,116,102,96,16,10,20,14,8
1,34,4,176,-2.00806,-2,-3,116,NaN,116,116,NaN,NaN,NaN,NaN,-2
1,34,4,177,4.1206,2,-2,116,NaN,106,116,NaN,NaN,NaN,NaN,-3
1,34,4,178,-3.47029,-1,2,116,NaN,104,116,NaN,NaN,NaN,NaN,12
1,34,4,179,4.2778,2,-1,89,NaN,103,116,NaN,NaN,NaN,NaN,4
1,34,4,180,-3.58327,-2,2,86,89,99,116,-29,-12,-27,-10,1
1,34,4,181,4.49253,3,-2,90,86,89,89,-1,-1,-3,-3,8
1,34,4,182,-8.75139,-4,3,82,90,86,86,1,1,4,4,2
1,34,4,183,-6.4566,-4,-4,77,82,90,90,-4,-4,-8,-8,14
1,34,4,184,3.59379,2,-4,80,77,82,82,-1,-1,-5,-5,22
1,34,4,185,3.74845,1,2,83,80,77,77,1,1,3,3,14
1,34,4,186,-3.1335,0,1,83,83,80,80,2,2,3,3,10
1,34,4,187,3.40614,2,0,83,NaN,83,83,NaN,NaN,NaN,NaN,9
1,34,4,188,-2.79067,-1,2,81,83,80,83,-2,1,0,3,0
1,34,4,189,6.8198,2,-1,81,81,83,83,-1,-1,-2,-2,5
1,34,4,190,-2.41371,-2,2,91,NaN,81,81,NaN,NaN,NaN,NaN,1
1,34,4,191,7.09716,3,-2,97,91,85,81,12,8,10,6,4
1,34,4,192,-2.16597,-2,3,95,97,91,91,3,3,6,6,3
1,34,4,193,6.62458,2,-2,101,95,97,97,0,0,-2,-2,21
1,34,4,194,7.35983,3,2,101,101,95,95,4,4,6,6,7
1,34,4,195,2.23696,1,3,101,NaN,101,101,NaN,NaN,NaN,NaN,8
1,34,4,196,-12.13186,-4,1,113,NaN,108,101,NaN,NaN,NaN,NaN,5
1,34,4,197,-5.99881,-4,-4,106,113,105,101,16,12,12,8,15
1,34,4,198,2.9947,2,-4,106,106,113,113,-3,-3,-7,-7,22
1,34,4,199,1.60901,-3,2,111,NaN,106,106,NaN,NaN,NaN,NaN,5
1,34,4,200,-1.2328,0,-3,111,111,109,106,8,5,5,2,-11
1,35,1,1,-1.98992,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-24
1,35,1,2,-10.22411,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99
1,35,1,3,-5.6047,NaN,NaN,88,88,98,100,NaN,NaN,-12,-10,NaN
1,35,1,4,0.84175,NaN,NaN,88,NaN,88,88,NaN,NaN,NaN,NaN,2
1,35,1,5,5.1075,NaN,NaN,88,NaN,83,88,NaN,NaN,NaN,NaN,54
1,35,1,6,8.87217,NaN,NaN,85,88,84,88,NaN,NaN,0,4,1
1,35,1,7,4.89118,NaN,NaN,85,85,88,88,NaN,NaN,-3,-3,0
1,35,1,8,-3.22138,NaN,NaN,97,NaN,85,85,NaN,NaN,NaN,NaN,53
1,35,1,9,-5.92833,NaN,NaN,97,97,89,85,NaN,NaN,12,8,2
1,35,1,10,-3.38322,NaN,NaN,88,NaN,97,97,NaN,NaN,NaN,NaN,9
1,35,1,11,4.65349,NaN,NaN,85,88,91,97,NaN,NaN,-9,-3,0
1,35,1,12,2.21861,NaN,NaN,85,85,88,88,NaN,NaN,-3,-3,-3
1,35,1,13,0.97933,NaN,NaN,88,NaN,85,85,NaN,NaN,NaN,NaN,0
1,35,1,14,-2.2295,NaN,NaN,86,88,87,85,NaN,NaN,3,1,0
1,35,1,15,-6.36161,NaN,NaN,88,86,88,88,NaN,NaN,-2,-2,NaN
1,35,1,16,-5.01715,NaN,NaN,94,88,86,86,NaN,NaN,2,2,0
1,35,1,17,13.15405,NaN,NaN,90,94,88,88,NaN,NaN,6,6,-1
1,35,1,18,1.01501,NaN,NaN,91,90,94,94,NaN,NaN,-4,-4,0
1,35,1,19,0.17958,NaN,NaN,91,91,90,90,NaN,NaN,1,1,0
1,35,1,20,4.60682,NaN,NaN,89,NaN,91,91,NaN,NaN,NaN,NaN,1
1,35,1,21,5.42336,NaN,NaN,89,89,85,91,NaN,NaN,-2,4,-2
1,35,1,22,2.57386,NaN,NaN,87,NaN,89,89,NaN,NaN,NaN,NaN,23
1,35,1,23,-10.19896,NaN,NaN,88,87,85,89,NaN,NaN,-2,2,0
1,35,1,24,-5.01138,NaN,NaN,88,88,87,87,NaN,NaN,1,1,1
1,35,1,25,-0.36121,NaN,NaN,90,NaN,88,88,NaN,NaN,NaN,NaN,0
1,35,1,26,0.67398,NaN,NaN,91,90,90,88,NaN,NaN,2,0,0
1,35,1,27,0.94251,NaN,NaN,92,91,90,90,NaN,NaN,1,1,1
1,35,1,28,3.66509,NaN,NaN,95,92,91,91,NaN,NaN,1,1,0
1,35,1,29,-4.44168,NaN,NaN,101,95,92,92,NaN,NaN,3,3,0
1,35,1,30,0.46781,NaN,NaN,101,101,95,95,NaN,NaN,6,6,-16
1,35,1,31,-1.10407,NaN,NaN,90,NaN,101,101,NaN,NaN,NaN,NaN,2
1,35,1,32,-6.42581,NaN,NaN,93,90,91,101,NaN,NaN,-11,-1,4
1,35,1,33,-2.86891,NaN,NaN,93,93,90,90,NaN,NaN,3,3,1
1,35,1,34,5.35611,NaN,NaN,103,NaN,93,93,NaN,NaN,NaN,NaN,0
1,35,1,35,2.51766,NaN,NaN,106,103,98,93,NaN,NaN,10,5,34
1,35,1,36,-5.13972,NaN,NaN,106,106,103,103,NaN,NaN,3,3,0
1,35,1,37,-3.49002,NaN,NaN,115,NaN,106,106,NaN,NaN,NaN,NaN,0
1,35,1,38,3.63343,NaN,NaN,112,115,114,106,NaN,NaN,9,1,0
1,35,1,39,-2.35438,NaN,NaN,112,112,115,115,NaN,NaN,-3,-3,1
1,35,1,40,-2.01014,NaN,NaN,112,NaN,112,112,NaN,NaN,NaN,NaN,0
1,35,1,41,3.2572,NaN,NaN,112,NaN,109,112,NaN,NaN,NaN,NaN,0
1,35,1,42,-4.57545,NaN,NaN,105,NaN,107,112,NaN,NaN,NaN,NaN,37
1,35,1,43,4.95244,NaN,NaN,103,105,110,112,NaN,NaN,-7,-5,0
1,35,1,44,6.99137,NaN,NaN,98,103,105,105,NaN,NaN,-2,-2,2
1,35,1,45,1.81682,NaN,NaN,100,98,103,103,NaN,NaN,-5,-5,0
1,35,1,46,1.28293,NaN,NaN,100,100,98,98,NaN,NaN,2,2,0
1,35,1,47,1.36552,NaN,NaN,100,NaN,100,100,NaN,NaN,NaN,NaN,6
1,35,1,48,2.22065,NaN,NaN,100,NaN,101,100,NaN,NaN,NaN,NaN,3
1,35,1,49,-1.8751,NaN,NaN,93,NaN,102,100,NaN,NaN,NaN,NaN,2
1,35,1,50,-7.07167,NaN,NaN,93,93,95,100,NaN,NaN,-7,-2,1
1,35,2,51,-2.85404,NaN,NaN,93,NaN,93,93,NaN,NaN,NaN,NaN,49
1,35,2,52,-12.65768,NaN,NaN,98,NaN,86,93,NaN,NaN,NaN,NaN,73
1,35,2,53,1.2408,NaN,NaN,98,98,97,93,NaN,NaN,5,1,2
1,35,2,54,0.09776,NaN,NaN,99,NaN,98,98,NaN,NaN,NaN,NaN,0
1,35,2,55,6.38872,NaN,NaN,105,99,99,98,NaN,NaN,1,0,0
1,35,2,56,4.19021,NaN,NaN,105,105,99,99,NaN,NaN,6,6,1
1,35,2,57,-8.3449,NaN,NaN,106,NaN,105,105,NaN,NaN,NaN,NaN,0
1,35,2,58,-4.70955,NaN,NaN,106,106,99,105,NaN,NaN,1,7,0
1,35,2,59,6.06192,NaN,NaN,106,NaN,106,106,NaN,NaN,NaN,NaN,45
1,35,2,60,3.4418,NaN,NaN,111,NaN,101,106,NaN,NaN,NaN,NaN,2
1,35,2,61,11.06396,NaN,NaN,107,111,107,106,NaN,NaN,5,4,0
1,35,2,62,-3.74153,NaN,NaN,107,107,111,111,NaN,NaN,-4,-4,1
1,35,2,63,-0.9832,NaN,NaN,102,NaN,107,107,NaN,NaN,NaN,NaN,0
1,35,2,64,-8.15906,NaN,NaN,102,102,103,107,NaN,NaN,-5,-1,1
1,35,2,65,8.18134,NaN,NaN,102,NaN,102,102,NaN,NaN,NaN,NaN,1
1,35,2,66,-2.6271,NaN,NaN,107,NaN,111,102,NaN,NaN,NaN,NaN,0
1,35,2,67,3.33292,NaN,NaN,111,107,110,102,NaN,NaN,5,-3,-14
1,35,2,68,19.87589,NaN,NaN,133,111,107,107,NaN,NaN,4,4,0
1,35,2,69,-2.3381,NaN,NaN,133,133,111,111,NaN,NaN,22,22,0
1,35,2,70,-5.96318,NaN,NaN,115,NaN,133,133,NaN,NaN,NaN,NaN,4
1,35,2,71,-2.45168,NaN,NaN,115,115,130,133,NaN,NaN,-18,-15,0
1,35,2,72,8.00412,NaN,NaN,111,NaN,115,115,NaN,NaN,NaN,NaN,2
1,35,2,73,-6.92217,NaN,NaN,103,111,112,115,NaN,NaN,-4,-1,-2
1,35,2,74,4.39761,NaN,NaN,98,103,111,111,NaN,NaN,-8,-8,2
1,35,2,75,-2.11976,NaN,NaN,105,98,103,103,NaN,NaN,-5,-5,0
1,35,2,76,1.86175,NaN,NaN,105,105,98,98,NaN,NaN,7,7,0
1,35,2,77,-7.06634,NaN,NaN,105,NaN,105,105,NaN,NaN,NaN,NaN,0
1,35,2,78,6.65627,NaN,NaN,106,NaN,107,105,NaN,NaN,NaN,NaN,1
1,35,2,79,2.41694,NaN,NaN,106,106,99,105,NaN,NaN,1,7,0
1,35,2,80,-7.57015,NaN,NaN,94,NaN,106,106,NaN,NaN,NaN,NaN,0
1,35,2,81,-1.93296,NaN,NaN,92,94,102,106,NaN,NaN,-12,-8,0
1,35,2,82,-0.94826,NaN,NaN,92,92,94,94,NaN,NaN,-2,-2,0
1,35,2,83,3.27897,NaN,NaN,92,NaN,92,92,NaN,NaN,NaN,NaN,NaN
1,35,2,84,2.96054,NaN,NaN,92,NaN,98,92,NaN,NaN,NaN,NaN,1
1,35,2,85,-6.76425,NaN,NaN,109,NaN,101,92,NaN,NaN,NaN,NaN,71
1,35,2,86,4.21114,NaN,NaN,109,109,100,92,NaN,NaN,17,9,0
1,35,2,87,-1.30802,NaN,NaN,109,NaN,109,109,NaN,NaN,NaN,NaN,0
1,35,2,88,5.77479,NaN,NaN,109,NaN,114,109,NaN,NaN,NaN,NaN,0
1,35,2,89,-5.41065,NaN,NaN,115,NaN,113,109,NaN,NaN,NaN,NaN,NaN
1,35,2,90,-3.74428,NaN,NaN,115,115,120,109,NaN,NaN,6,-5,0
1,35,2,91,4.3459,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,NaN
1,35,2,92,0.23462,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,0
1,35,2,93,1.62359,NaN,NaN,117,NaN,120,115,NaN,NaN,NaN,NaN,0
1,35,2,94,-4.17847,NaN,NaN,117,117,115,115,NaN,NaN,2,2,0
1,35,2,95,-0.02856,NaN,NaN,117,NaN,117,117,NaN,NaN,NaN,NaN,0
1,35,2,96,2.42608,NaN,NaN,118,NaN,115,117,NaN,NaN,NaN,NaN,1
1,35,2,97,-2.89031,NaN,NaN,115,118,115,117,NaN,NaN,1,3,1
1,35,2,98,2.02012,NaN,NaN,115,115,118,118,NaN,NaN,-3,-3,0
1,35,2,99,-11.40309,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,NaN
1,35,2,100,9.6698,NaN,NaN,126,NaN,114,115,NaN,NaN,NaN,NaN,52
1,35,3,101,1.56332,2,NaN,126,126,115,115,NaN,NaN,11,11,0
1,35,3,102,-4.58292,-1,2,111,NaN,126,126,NaN,NaN,NaN,NaN,29
1,35,3,103,-2.56866,0,-1,111,111,102,126,-14,10,-15,9,0
1,35,3,104,-0.83812,-1,0,113,NaN,111,111,NaN,NaN,NaN,NaN,0
1,35,3,105,-7.56045,-2,-1,113,113,114,111,3,0,2,-1,0
