group,Subj_new,block,trial,market_change,exp,expt1,port_value,portvalue_tM1_subj,portvalue_tM2_matlab,portvalue_tMJ_subj,Known_change_exp,change_exp,Kown_change,change,vWTP
0,1,1,1,0.06616,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,1,1,2,-5.02119,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
0,1,1,3,0.82413,NaN,NaN,100,100,99,100,NaN,NaN,0,1,0
0,1,1,4,3.73273,NaN,NaN,100,NaN,100,100,NaN,NaN,NaN,NaN,0
0,1,1,5,-0.72503,NaN,NaN,100,NaN,101,100,NaN,NaN,NaN,NaN,0
0,1,1,6,1.40586,NaN,NaN,86,NaN,94,100,NaN,NaN,NaN,NaN,-1
0,1,1,7,-10.30686,NaN,NaN,86,86,93,100,NaN,NaN,-14,-7,0
0,1,1,8,3.00816,NaN,NaN,79,NaN,86,86,NaN,NaN,NaN,NaN,0
0,1,1,9,3.64969,NaN,NaN,82,79,77,86,NaN,NaN,-7,2,0
0,1,1,10,6.56966,NaN,NaN,82,82,79,79,NaN,NaN,3,3,0
0,1,1,11,7.05608,NaN,NaN,91,NaN,82,82,NaN,NaN,NaN,NaN,0
0,1,1,12,4.03489,NaN,NaN,90,91,85,82,NaN,NaN,9,6,0
0,1,1,13,-10.09161,NaN,NaN,93,90,91,91,NaN,NaN,-1,-1,0
0,1,1,14,-3.09029,NaN,NaN,93,93,90,90,NaN,NaN,3,3,0
0,1,1,15,-13.54842,NaN,NaN,78,NaN,93,93,NaN,NaN,NaN,NaN,0
0,1,1,16,-2.82903,NaN,NaN,78,78,90,93,NaN,NaN,-15,-12,0
0,1,1,17,-0.02521,NaN,NaN,76,NaN,78,78,NaN,NaN,NaN,NaN,0
0,1,1,18,3.20537,NaN,NaN,78,76,76,78,NaN,NaN,-2,0,0
0,1,1,19,7.1633,NaN,NaN,78,78,76,76,NaN,NaN,2,2,0
0,1,1,20,4.11156,NaN,NaN,78,NaN,78,78,NaN,NaN,NaN,NaN,0
0,1,1,21,3.10321,NaN,NaN,78,NaN,84,78,NaN,NaN,NaN,NaN,0
0,1,1,22,4.28374,NaN,NaN,89,NaN,85,78,NaN,NaN,NaN,NaN,-1
0,1,1,23,-0.77128,NaN,NaN,89,89,85,78,NaN,NaN,11,4,0
0,1,1,24,4.26291,NaN,NaN,89,NaN,89,89,NaN,NaN,NaN,NaN,0
0,1,1,25,-8.68569,NaN,NaN,89,NaN,88,89,NaN,NaN,NaN,NaN,-1
0,1,1,26,-3.20198,NaN,NaN,89,NaN,85,89,NaN,NaN,NaN,NaN,-1
0,1,1,27,2.61918,NaN,NaN,78,NaN,78,89,NaN,NaN,NaN,NaN,0
0,1,1,28,2.84957,NaN,NaN,78,78,76,89,NaN,NaN,-11,2,0
0,1,1,29,-3.14649,NaN,NaN,78,NaN,78,78,NaN,NaN,NaN,NaN,0
0,1,1,30,4.13018,NaN,NaN,89,NaN,80,78,NaN,NaN,NaN,NaN,0
0,1,1,31,-1.93366,NaN,NaN,89,89,85,78,NaN,NaN,11,4,0
0,1,1,32,4.44542,NaN,NaN,89,NaN,89,89,NaN,NaN,NaN,NaN,0
0,1,1,33,-2.90937,NaN,NaN,89,NaN,87,89,NaN,NaN,NaN,NaN,0
0,1,1,34,2.14804,NaN,NaN,96,NaN,85,89,NaN,NaN,NaN,NaN,0
0,1,1,35,-2.11586,NaN,NaN,96,96,94,89,NaN,NaN,7,2,1
0,1,1,36,3.6928,NaN,NaN,96,NaN,96,96,NaN,NaN,NaN,NaN,0
0,1,1,37,0.07596,NaN,NaN,97,NaN,94,96,NaN,NaN,NaN,NaN,0
0,1,1,38,8.40231,NaN,NaN,97,97,97,96,NaN,NaN,1,0,0
0,1,1,39,-1.52387,NaN,NaN,97,NaN,97,97,NaN,NaN,NaN,NaN,0
0,1,1,40,1.95024,NaN,NaN,97,NaN,105,97,NaN,NaN,NaN,NaN,0
0,1,1,41,-2.94754,NaN,NaN,112,NaN,103,97,NaN,NaN,NaN,NaN,1
0,1,1,42,1.91227,NaN,NaN,112,112,102,97,NaN,NaN,15,10,0
0,1,1,43,-7.01962,NaN,NaN,112,NaN,112,112,NaN,NaN,NaN,NaN,-1
0,1,1,44,4.26722,NaN,NaN,112,NaN,104,112,NaN,NaN,NaN,NaN,0
0,1,1,45,-5.90742,NaN,NaN,98,NaN,106,112,NaN,NaN,NaN,NaN,0
0,1,1,46,-2.33356,NaN,NaN,98,98,104,112,NaN,NaN,-14,-6,0
0,1,1,47,7.59669,NaN,NaN,98,NaN,98,98,NaN,NaN,NaN,NaN,0
0,1,1,48,2.96743,NaN,NaN,117,NaN,106,98,NaN,NaN,NaN,NaN,0
0,1,1,49,-9.57733,NaN,NaN,117,117,114,98,NaN,NaN,19,3,0
0,1,1,50,-0.78838,NaN,NaN,105,NaN,117,117,NaN,NaN,NaN,NaN,0
0,1,2,51,0.81216,NaN,NaN,101,105,106,117,NaN,NaN,-12,-1,0
0,1,2,52,-5.79804,NaN,NaN,95,101,105,105,NaN,NaN,-4,-4,-1
0,1,2,53,-0.66843,NaN,NaN,94,95,101,101,NaN,NaN,-6,-6,0
0,1,2,54,0.24762,NaN,NaN,94,94,95,95,NaN,NaN,-1,-1,0
0,1,2,55,-4.35005,NaN,NaN,94,NaN,94,94,NaN,NaN,NaN,NaN,-1
0,1,2,56,-2.14507,NaN,NaN,94,NaN,94,94,NaN,NaN,NaN,NaN,0
0,1,2,57,-0.80174,NaN,NaN,94,NaN,90,94,NaN,NaN,NaN,NaN,0
0,1,2,58,1.91928,NaN,NaN,94,NaN,88,94,NaN,NaN,NaN,NaN,0
0,1,2,59,3.828,NaN,NaN,100,NaN,94,94,NaN,NaN,NaN,NaN,0
0,1,2,60,-5.91795,NaN,NaN,94,100,96,94,NaN,NaN,6,4,0
0,1,2,61,-3.46576,NaN,NaN,94,94,100,100,NaN,NaN,-6,-6,0
0,1,2,62,1.97973,NaN,NaN,94,NaN,94,94,NaN,NaN,NaN,NaN,0
0,1,2,63,10.46265,NaN,NaN,105,NaN,98,94,NaN,NaN,NaN,NaN,-1
0,1,2,64,-3.16666,NaN,NaN,105,105,95,94,NaN,NaN,11,10,0
0,1,2,65,0.50915,NaN,NaN,103,NaN,105,105,NaN,NaN,NaN,NaN,0
0,1,2,66,9.45783,NaN,NaN,113,103,102,105,NaN,NaN,-2,1,0
0,1,2,67,-11.10166,NaN,NaN,100,113,103,103,NaN,NaN,10,10,0
0,1,2,68,-1.79753,NaN,NaN,98,100,113,113,NaN,NaN,-13,-13,0
0,1,2,69,5.04082,NaN,NaN,103,98,100,100,NaN,NaN,-2,-2,0
0,1,2,70,12.80734,NaN,NaN,103,103,98,98,NaN,NaN,5,5,0
0,1,2,71,5.1145,NaN,NaN,103,NaN,103,103,NaN,NaN,NaN,NaN,0
0,1,2,72,4.19197,NaN,NaN,103,NaN,116,103,NaN,NaN,NaN,NaN,0
0,1,2,73,0.57026,NaN,NaN,99,NaN,108,103,NaN,NaN,NaN,NaN,0
0,1,2,74,-2.89377,NaN,NaN,102,99,98,103,NaN,NaN,-4,1,0
0,1,2,75,-6.8167,NaN,NaN,102,102,99,99,NaN,NaN,3,3,0
0,1,2,76,-0.28171,NaN,NaN,102,NaN,102,102,NaN,NaN,NaN,NaN,0
0,1,2,77,6.50011,NaN,NaN,102,NaN,95,102,NaN,NaN,NaN,NaN,0
0,1,2,78,-6.47218,NaN,NaN,96,NaN,95,102,NaN,NaN,NaN,NaN,0
0,1,2,79,-7.98968,NaN,NaN,97,96,90,102,NaN,NaN,-6,6,0
0,1,2,80,-1.87874,NaN,NaN,97,97,96,96,NaN,NaN,1,1,0
0,1,2,81,4.19735,NaN,NaN,105,NaN,97,97,NaN,NaN,NaN,NaN,0
0,1,2,82,0.45512,NaN,NaN,105,105,101,97,NaN,NaN,8,4,0
0,1,2,83,-11.90472,NaN,NaN,105,105,105,105,NaN,NaN,0,0,0
0,1,2,84,-6.22533,NaN,NaN,87,NaN,105,105,NaN,NaN,NaN,NaN,-2
0,1,2,85,1.70019,NaN,NaN,85,87,93,105,NaN,NaN,-18,-6,1
0,1,2,86,3.36975,NaN,NaN,85,85,87,87,NaN,NaN,-2,-2,0
0,1,2,87,3.80893,NaN,NaN,85,NaN,85,85,NaN,NaN,NaN,NaN,0
0,1,2,88,-4.43743,NaN,NaN,85,85,88,85,NaN,NaN,0,-3,0
0,1,2,89,5.18026,NaN,NaN,85,NaN,85,85,NaN,NaN,NaN,NaN,0
0,1,2,90,7.90151,NaN,NaN,92,85,81,85,NaN,NaN,0,4,0
0,1,2,91,6.58907,NaN,NaN,92,92,85,85,NaN,NaN,7,7,0
0,1,2,92,5.39358,NaN,NaN,92,NaN,92,92,NaN,NaN,NaN,NaN,0
0,1,2,93,2.19289,NaN,NaN,90,NaN,91,92,NaN,NaN,NaN,NaN,0
0,1,2,94,1.83575,NaN,NaN,90,90,88,92,NaN,NaN,-2,2,0
0,1,2,95,-4.87278,NaN,NaN,95,NaN,90,90,NaN,NaN,NaN,NaN,0
0,1,2,96,-4.10687,NaN,NaN,95,95,89,90,NaN,NaN,5,6,0
0,1,2,97,-3.83854,NaN,NaN,96,NaN,95,95,NaN,NaN,NaN,NaN,0
0,1,2,98,-2.11106,NaN,NaN,96,96,91,95,NaN,NaN,1,5,0
0,1,2,99,6.44164,NaN,NaN,96,NaN,96,96,NaN,NaN,NaN,NaN,-1
0,1,2,100,-0.24278,NaN,NaN,113,NaN,106,96,NaN,NaN,NaN,NaN,-1
0,1,3,101,5.02632,-2,NaN,105,113,113,96,NaN,NaN,17,0,0
0,1,3,102,0.855,1,-2,106,105,113,113,-6,-6,-8,-8,0
0,1,3,103,-5.11695,-1,1,101,106,105,105,0,0,1,1,0
0,1,3,104,7.47754,1,-1,109,101,106,106,-4,-4,-5,-5,0
0,1,3,105,5.48572,2,1,101,109,101,101,7,7,8,8,0
0,1,3,106,-3.98182,-1,2,101,101,109,109,-10,-10,-8,-8,-1
0,1,3,107,4.06853,1,-1,106,NaN,101,101,NaN,NaN,NaN,NaN,0
0,1,3,108,-1.36489,-1,1,106,106,102,101,4,3,5,4,0
0,1,3,109,-0.20582,0,-1,105,NaN,106,106,NaN,NaN,NaN,NaN,0
0,1,3,110,2.04418,1,0,105,105,105,106,-1,0,-1,0,0
0,1,3,111,-4.57946,-2,1,105,NaN,105,105,NaN,NaN,NaN,NaN,0
0,1,3,112,7.61035,1,-2,105,NaN,107,105,NaN,NaN,NaN,NaN,0
0,1,3,113,-2.52438,0,1,107,NaN,102,105,NaN,NaN,NaN,NaN,0
0,1,3,114,1.6106,0,0,107,107,110,105,2,-3,2,-3,0
0,1,3,115,-5.25404,-2,0,114,NaN,107,107,NaN,NaN,NaN,NaN,0
0,1,3,116,-9.79306,-3,-2,114,114,104,107,9,12,7,10,0
0,1,3,117,-3.46183,-2,-3,111,NaN,114,114,NaN,NaN,NaN,NaN,0
0,1,3,118,5.21456,0,-2,117,111,115,114,-1,-2,-3,-4,0
0,1,3,119,14.56027,2,0,134,117,111,111,6,6,6,6,0
0,1,3,120,-6.83467,-1,2,134,134,117,117,15,15,17,17,0
0,1,3,121,-10.69606,-2,-1,103,NaN,134,134,NaN,NaN,NaN,NaN,0
0,1,3,122,-11.22491,-2,-2,103,103,115,134,-29,-10,-31,-12,0
0,1,3,123,-2.71587,0,-2,108,NaN,103,103,NaN,NaN,NaN,NaN,0
0,1,3,124,1.35445,0,0,109,108,111,103,5,-3,5,-3,-1
0,1,3,125,-0.15774,0,0,109,109,108,108,1,1,1,1,0
0,1,3,126,7.09431,1,0,103,NaN,109,109,NaN,NaN,NaN,NaN,0
0,1,3,127,-1.99702,0,1,101,103,115,109,-7,-13,-6,-12,0
0,1,3,128,1.64669,0,0,101,101,103,103,-2,-2,-2,-2,-1
0,1,3,129,-0.59789,0,0,101,NaN,101,101,NaN,NaN,NaN,NaN,0
0,1,3,130,-4.54544,-1,0,101,NaN,103,101,NaN,NaN,NaN,NaN,0
0,1,3,131,4.56328,1,-1,101,NaN,106,101,NaN,NaN,NaN,NaN,0
0,1,3,132,1.99639,1,1,101,NaN,101,101,NaN,NaN,NaN,NaN,0
0,1,3,133,0.34843,0,1,98,NaN,100,101,NaN,NaN,NaN,NaN,0
0,1,3,134,5.95098,1,0,98,98,98,101,-3,0,-3,0,0
0,1,3,135,2.02752,0,1,96,NaN,98,98,NaN,NaN,NaN,NaN,0
0,1,3,136,1.79113,0,0,98,96,94,98,-2,2,-2,2,0
0,1,3,137,-9.45515,-1,0,102,98,96,96,2,2,2,2,-1
0,1,3,138,2.21528,0,-1,104,102,98,98,5,5,4,4,0
0,1,3,139,7.7127,1,0,96,104,102,102,2,2,2,2,0
0,1,3,140,-2.93027,0,1,97,96,104,104,-9,-9,-8,-8,0
0,1,3,141,2.31902,0,0,99,97,96,96,1,1,1,1,0
0,1,3,142,-6.30736,1,0,99,99,97,97,2,2,2,2,-1
0,1,3,143,4.7822,0,1,99,NaN,99,99,NaN,NaN,NaN,NaN,0
0,1,3,144,4.21556,0,0,105,NaN,106,99,NaN,NaN,NaN,NaN,0
0,1,3,145,-4.63687,1,0,100,105,101,99,6,4,6,4,0
0,1,3,146,1.54,0,1,102,100,105,105,-6,-6,-5,-5,0
0,1,3,147,-0.11238,0,0,102,102,100,100,2,2,2,2,0
0,1,3,148,0.98508,0,0,102,NaN,102,102,NaN,NaN,NaN,NaN,0
0,1,3,149,0.82299,0,0,91,NaN,108,102,NaN,NaN,NaN,NaN,0
0,1,3,150,-2.25491,0,0,89,91,100,102,-11,-9,-11,-9,1
0,1,4,151,2.3181,0,0,94,89,91,91,-2,-2,-2,-2,0
0,1,4,152,1.37752,0,0,94,94,89,89,5,5,5,5,0
0,1,4,153,8.10499,1,0,94,NaN,94,94,NaN,NaN,NaN,NaN,0
0,1,4,154,-7.41896,-1,1,95,NaN,95,94,NaN,NaN,NaN,NaN,0
0,1,4,155,-7.42999,-1,-1,88,95,103,94,2,-7,1,-8,0
0,1,4,156,-4.5746,-1,-1,84,88,95,95,-6,-6,-7,-7,0
0,1,4,157,5.14557,0,-1,88,84,88,88,-3,-3,-4,-4,0
0,1,4,158,-1.85782,0,0,88,88,84,84,4,4,4,4,-1
0,1,4,159,5.55343,1,0,91,NaN,88,88,NaN,NaN,NaN,NaN,0
0,1,4,160,-2.69184,0,1,89,91,86,88,2,4,3,5,0
0,1,4,161,4.75016,1,0,89,89,91,91,-2,-2,-2,-2,0
0,1,4,162,-6.58702,-1,1,87,NaN,89,89,NaN,NaN,NaN,NaN,0
0,1,4,163,0.00874,0,-1,87,87,93,89,-1,-5,-2,-6,0
0,1,4,164,-0.0059,0,0,95,NaN,87,87,NaN,NaN,NaN,NaN,0
0,1,4,165,5.83072,1,0,95,95,86,87,8,9,8,9,0
0,1,4,166,1.67271,0,1,95,NaN,95,95,NaN,NaN,NaN,NaN,0
0,1,4,167,-4.62414,-1,0,95,95,93,95,0,2,0,2,0
0,1,4,168,1.10501,0,-1,95,NaN,95,95,NaN,NaN,NaN,NaN,0
0,1,4,169,6.39627,2,0,89,NaN,99,95,NaN,NaN,NaN,NaN,0
0,1,4,170,-4.58804,-1,2,89,89,94,95,-8,-7,-6,-5,0
0,1,4,171,3.58947,0,-1,89,NaN,89,89,NaN,NaN,NaN,NaN,0
0,1,4,172,2.01872,1,0,90,NaN,85,89,NaN,NaN,NaN,NaN,0
0,1,4,173,-0.41106,0,1,90,90,88,89,0,1,1,2,0
0,1,4,174,5.51803,1,0,95,NaN,90,90,NaN,NaN,NaN,NaN,0
0,1,4,175,-5.55329,-1,1,90,95,90,90,4,4,5,5,0
0,1,4,176,-7.83873,-2,-1,96,90,95,95,-4,-4,-5,-5,0
0,1,4,177,-6.17028,1,-2,90,96,90,90,8,8,6,6,0
0,1,4,178,-1.1689,0,1,90,90,96,96,-7,-7,-6,-6,0
0,1,4,179,-2.04074,-1,0,87,NaN,90,90,NaN,NaN,NaN,NaN,0
0,1,4,180,-4.8152,-2,-1,87,87,89,90,-2,-1,-3,-2,0
0,1,4,181,3.62236,-2,-2,99,NaN,87,87,NaN,NaN,NaN,NaN,0
0,1,4,182,4.2583,1,-2,103,99,96,87,14,5,12,3,-1
0,1,4,183,-0.60014,0,1,102,103,99,99,3,3,4,4,0
0,1,4,184,-3.67779,-1,0,102,102,103,103,-1,-1,-1,-1,0
0,1,4,185,3.94988,0,-1,113,NaN,102,102,NaN,NaN,NaN,NaN,1
0,1,4,186,-3.04526,0,0,113,113,109,102,11,4,11,4,1
0,1,4,187,-1.26116,0,0,115,NaN,113,113,NaN,NaN,NaN,NaN,0
0,1,4,188,-2.42079,-1,0,115,115,115,113,2,0,2,0,0
0,1,4,189,-2.88602,-1,-1,112,115,115,115,1,1,0,0,0
0,1,4,190,2.84256,0,-1,112,112,115,115,-2,-2,-3,-3,0
0,1,4,191,-2.28954,0,0,112,NaN,112,112,NaN,NaN,NaN,NaN,0
0,1,4,192,4.59797,0,0,112,NaN,115,112,NaN,NaN,NaN,NaN,0
0,1,4,193,-4.05564,-1,0,112,NaN,112,112,NaN,NaN,NaN,NaN,0
0,1,4,194,-1.25221,0,-1,115,NaN,117,112,NaN,NaN,NaN,NaN,0
0,1,4,195,1.00348,0,0,103,115,112,112,3,3,3,3,0
0,1,4,196,5.56999,-1,0,109,103,115,115,-12,-12,-12,-12,0
0,1,4,197,5.32048,1,-1,109,109,103,103,7,7,6,6,0
0,1,4,198,1.83135,0,1,109,NaN,109,109,NaN,NaN,NaN,NaN,0
0,1,4,199,-0.44563,0,0,109,NaN,115,109,NaN,NaN,NaN,NaN,0
0,1,4,200,1.91273,0,0,109,NaN,117,109,NaN,NaN,NaN,NaN,0
0,2,1,1,-1.60916,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,2,1,2,-3.56775,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-50
0,2,1,3,-8.05317,NaN,NaN,97,NaN,98,100,NaN,NaN,NaN,NaN,0
0,2,1,4,-3.99321,NaN,NaN,93,97,106,100,NaN,NaN,-3,-9,1
0,2,1,5,4.30691,NaN,NaN,97,93,97,97,NaN,NaN,-4,-4,0
0,2,1,6,4.72571,NaN,NaN,97,97,93,93,NaN,NaN,4,4,0
0,2,1,7,0.25354,NaN,NaN,97,NaN,97,97,NaN,NaN,NaN,NaN,0
0,2,1,8,-5.80684,NaN,NaN,97,NaN,102,97,NaN,NaN,NaN,NaN,NaN
0,2,1,9,5.02645,NaN,NaN,97,NaN,95,97,NaN,NaN,NaN,NaN,0
0,2,1,10,-3.15882,NaN,NaN,97,NaN,89,97,NaN,NaN,NaN,NaN,0
0,2,1,11,-5.47661,NaN,NaN,97,NaN,85,97,NaN,NaN,NaN,NaN,0
0,2,1,12,9.31863,NaN,NaN,97,NaN,82,97,NaN,NaN,NaN,NaN,0
0,2,1,13,-7.32172,NaN,NaN,97,NaN,78,97,NaN,NaN,NaN,NaN,0
0,2,1,14,0.24091,NaN,NaN,97,NaN,85,97,NaN,NaN,NaN,NaN,0
0,2,1,15,6.54302,NaN,NaN,98,NaN,92,97,NaN,NaN,NaN,NaN,0
0,2,1,16,-5.18802,NaN,NaN,93,98,92,97,NaN,NaN,1,6,0
0,2,1,17,11.63783,NaN,NaN,90,93,98,98,NaN,NaN,-5,-5,99
0,2,1,18,-5.31574,NaN,NaN,90,90,93,93,NaN,NaN,-3,-3,0
0,2,1,19,6.9987,NaN,NaN,101,NaN,90,90,NaN,NaN,NaN,NaN,0
0,2,1,20,5.94393,NaN,NaN,101,101,94,90,NaN,NaN,11,7,0
0,2,1,21,-2.00248,NaN,NaN,111,NaN,101,101,NaN,NaN,NaN,NaN,0
0,2,1,22,2.72632,NaN,NaN,114,111,107,101,NaN,NaN,10,4,0
0,2,1,23,-7.08757,NaN,NaN,106,114,111,111,NaN,NaN,3,3,0
0,2,1,24,-2.88237,NaN,NaN,108,106,114,114,NaN,NaN,-8,-8,0
0,2,1,25,6.10647,NaN,NaN,108,108,106,106,NaN,NaN,2,2,0
0,2,1,26,11.90579,NaN,NaN,108,NaN,108,108,NaN,NaN,NaN,NaN,0
0,2,1,27,1.73755,NaN,NaN,108,NaN,115,108,NaN,NaN,NaN,NaN,0
0,2,1,28,-5.63282,NaN,NaN,108,NaN,109,108,NaN,NaN,NaN,NaN,0
0,2,1,29,-8.55046,NaN,NaN,108,NaN,98,108,NaN,NaN,NaN,NaN,0
0,2,1,30,4.12385,NaN,NaN,87,NaN,92,108,NaN,NaN,NaN,NaN,0
0,2,1,31,6.43871,NaN,NaN,85,87,84,108,NaN,NaN,-21,3,0
0,2,1,32,1.77716,NaN,NaN,85,85,87,87,NaN,NaN,-2,-2,NaN
0,2,1,33,-2.92669,NaN,NaN,85,NaN,85,85,NaN,NaN,NaN,NaN,0
0,2,1,34,-9.98257,NaN,NaN,85,NaN,87,85,NaN,NaN,NaN,NaN,0
0,2,1,35,9.05755,NaN,NaN,94,NaN,96,85,NaN,NaN,NaN,NaN,0
0,2,1,36,-0.78659,NaN,NaN,94,94,86,85,NaN,NaN,9,8,0
0,2,1,37,1.35809,NaN,NaN,86,NaN,94,94,NaN,NaN,NaN,NaN,0
0,2,1,38,-4.13919,NaN,NaN,95,86,93,94,NaN,NaN,-8,-7,0
0,2,1,39,-1.67476,NaN,NaN,93,95,86,86,NaN,NaN,9,9,0
0,2,1,40,-4.61585,NaN,NaN,93,93,95,95,NaN,NaN,-2,-2,0
0,2,1,41,1.5717,NaN,NaN,90,NaN,93,93,NaN,NaN,NaN,NaN,0
0,2,1,42,-12.443,NaN,NaN,79,90,89,93,NaN,NaN,-3,1,0
0,2,1,43,0.59515,NaN,NaN,79,79,90,90,NaN,NaN,-11,-11,0
0,2,1,44,2.75649,NaN,NaN,79,79,79,79,NaN,NaN,0,0,1
0,2,1,45,-4.06887,NaN,NaN,78,NaN,79,79,NaN,NaN,NaN,NaN,0
0,2,1,46,-5.21457,NaN,NaN,78,78,81,79,NaN,NaN,-1,-3,0
0,2,1,47,2.5715,NaN,NaN,78,NaN,78,78,NaN,NaN,NaN,NaN,0
0,2,1,48,-3.77269,NaN,NaN,78,NaN,74,78,NaN,NaN,NaN,NaN,1
0,2,1,49,1.01285,NaN,NaN,78,NaN,85,78,NaN,NaN,NaN,NaN,0
0,2,1,50,-0.00771,NaN,NaN,78,NaN,94,78,NaN,NaN,NaN,NaN,0
0,2,2,51,-4.08036,NaN,NaN,108,NaN,95,78,NaN,NaN,NaN,NaN,1
0,2,2,52,5.54736,NaN,NaN,114,108,95,78,NaN,NaN,30,13,0
0,2,2,53,5.65487,NaN,NaN,114,114,108,108,NaN,NaN,6,6,0
0,2,2,54,4.06854,NaN,NaN,113,NaN,114,114,NaN,NaN,NaN,NaN,0
0,2,2,55,-7.9112,NaN,NaN,113,113,120,114,NaN,NaN,-1,-7,0
0,2,2,56,4.02335,NaN,NaN,108,NaN,113,113,NaN,NaN,NaN,NaN,0
0,2,2,57,-9.43665,NaN,NaN,115,108,104,113,NaN,NaN,-5,4,0
0,2,2,58,3.90573,NaN,NaN,115,115,108,108,NaN,NaN,7,7,0
0,2,2,59,-4.81108,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,0
0,2,2,60,5.11219,NaN,NaN,119,NaN,119,115,NaN,NaN,NaN,NaN,0
0,2,2,61,10.28334,NaN,NaN,119,119,113,115,NaN,NaN,4,6,0
0,2,2,62,2.42997,NaN,NaN,119,NaN,119,119,NaN,NaN,NaN,NaN,0
0,2,2,63,1.95736,NaN,NaN,119,NaN,114,119,NaN,NaN,NaN,NaN,0
0,2,2,64,-13.92334,NaN,NaN,96,NaN,109,119,NaN,NaN,NaN,NaN,0
0,2,2,65,-6.89454,NaN,NaN,96,96,111,119,NaN,NaN,-23,-15,0
0,2,2,66,3.35871,NaN,NaN,110,NaN,96,96,NaN,NaN,NaN,NaN,0
0,2,2,67,-2.89235,NaN,NaN,110,110,106,96,NaN,NaN,14,4,0
0,2,2,68,6.91858,NaN,NaN,114,NaN,110,110,NaN,NaN,NaN,NaN,0
0,2,2,69,11.2577,NaN,NaN,127,114,107,110,NaN,NaN,4,7,0
0,2,2,70,-6.94357,NaN,NaN,127,127,114,114,NaN,NaN,13,13,0
0,2,2,71,0.83683,NaN,NaN,119,NaN,127,127,NaN,NaN,NaN,NaN,0
0,2,2,72,0.80999,NaN,NaN,115,119,118,127,NaN,NaN,-8,1,0
0,2,2,73,1.14591,NaN,NaN,115,115,119,119,NaN,NaN,-4,-4,0
0,2,2,74,-2.38122,NaN,NaN,115,NaN,115,115,NaN,NaN,NaN,NaN,0
0,2,2,75,5.0226,NaN,NaN,115,NaN,116,115,NaN,NaN,NaN,NaN,0
0,2,2,76,-3.21789,NaN,NaN,115,NaN,113,115,NaN,NaN,NaN,NaN,0
0,2,2,77,-4.51716,NaN,NaN,115,115,119,115,NaN,NaN,0,-4,1
0,2,2,78,-0.59108,NaN,NaN,109,NaN,115,115,NaN,NaN,NaN,NaN,0
0,2,2,79,0.14152,NaN,NaN,109,109,110,115,NaN,NaN,-6,-1,0
0,2,2,80,-5.02269,NaN,NaN,109,109,109,109,NaN,NaN,0,0,0
0,2,2,81,1.76247,NaN,NaN,109,NaN,109,109,NaN,NaN,NaN,NaN,0
0,2,2,82,6.66752,NaN,NaN,109,NaN,104,109,NaN,NaN,NaN,NaN,0
0,2,2,83,0.78973,NaN,NaN,110,109,102,109,NaN,NaN,0,7,0
0,2,2,84,1.33513,NaN,NaN,111,110,109,109,NaN,NaN,1,1,0
0,2,2,85,0.74781,NaN,NaN,108,111,110,110,NaN,NaN,1,1,0
0,2,2,86,-1.13791,NaN,NaN,111,108,111,111,NaN,NaN,-3,-3,0
0,2,2,87,-9.75744,NaN,NaN,115,111,108,108,NaN,NaN,3,3,0
0,2,2,88,2.40811,NaN,NaN,103,115,111,111,NaN,NaN,4,4,0
0,2,2,89,1.31741,NaN,NaN,103,103,115,115,NaN,NaN,-12,-12,0
0,2,2,90,2.14073,NaN,NaN,103,NaN,103,103,NaN,NaN,NaN,NaN,0
0,2,2,91,6.76813,NaN,NaN,103,NaN,104,103,NaN,NaN,NaN,NaN,0
0,2,2,92,1.58635,NaN,NaN,103,NaN,106,103,NaN,NaN,NaN,NaN,0
0,2,2,93,2.19314,NaN,NaN,103,NaN,96,103,NaN,NaN,NaN,NaN,0
0,2,2,94,-7.46009,NaN,NaN,103,NaN,87,103,NaN,NaN,NaN,NaN,0
0,2,2,95,-0.108,NaN,NaN,100,NaN,89,103,NaN,NaN,NaN,NaN,0
0,2,2,96,-8.17126,NaN,NaN,100,100,93,103,NaN,NaN,-3,7,0
0,2,2,97,4.32913,NaN,NaN,96,NaN,100,100,NaN,NaN,NaN,NaN,0
0,2,2,98,-0.69434,NaN,NaN,96,96,92,100,NaN,NaN,-4,4,0
0,2,2,99,-2.32748,NaN,NaN,96,NaN,96,96,NaN,NaN,NaN,NaN,0
0,2,2,100,3.71374,NaN,NaN,96,NaN,95,96,NaN,NaN,NaN,NaN,0
0,2,3,101,3.76916,4,NaN,104,NaN,93,96,NaN,NaN,NaN,NaN,0
0,2,3,102,0.93299,2,4,104,104,96,96,4,4,8,8,0
0,2,3,103,-1.49869,-1,2,104,NaN,104,104,NaN,NaN,NaN,NaN,0
0,2,3,104,2.19873,3,-1,105,NaN,105,104,NaN,NaN,NaN,NaN,0
0,2,3,105,10.64632,3,3,105,105,103,104,-2,-1,1,2,0
0,2,3,106,-15.92928,-2,3,105,NaN,105,105,NaN,NaN,NaN,NaN,3
0,2,3,107,-0.22724,0,-2,105,NaN,116,105,NaN,NaN,NaN,NaN,0
